Time,Mx_f,My_f,Mz_f,B_z,Coeff of Exc. Pulse
0.001,0.005532852058142337,0.8719825160386677,0.48843921623278974,9,"[116, 945, 769, 857, -2, -2]"
0.014,-0.020496341769638025,0.7724092245710074,0.607082408783415,14,"[160, 802, 782, 832, 2, 1]"
0.001,0.0055662646334963305,0.982581478858848,0.1814970755880116,10,"[404, 985, 242, 571, 0, 2]"
0.01,-0.005304709173494231,0.8881348674897064,0.43299520534957453,-19,"[212, 528, 233, 349, 1, -3]"
0.004,0.004357090452226704,-0.7371711719702752,0.6670388134562697,13,"[504, 858, 529, 808, 1, 0]"
0.005,-0.006231937377619038,0.9497067512785416,0.2932870171991396,-16,"[923, 588, 611, 547, 2, -3]"
0.013,0.017217320312458165,0.727559306375025,-0.6611965725467693,0,"[206, 455, 876, 995, -3, 1]"
0.013,0.0005294963459863698,0.15108991037374336,0.9715384940158107,20,"[500, 962, 500, 237, -2, 3]"
0.003,0.002332516324389568,-0.9555080489234573,-0.28034661086283574,1,"[751, 725, 447, 760, 3, -1]"
0.008,0.0020629914149234404,0.9440215171446001,0.2982349445772895,-12,"[909, 820, 553, 189, -3, 0]"
0.004,-0.0009092666991093884,0.5325189397588502,0.8406700134724473,8,"[816, 896, 537, 243, 3, -1]"
0.013,-0.022421683579238655,-0.9579953714125086,0.21556637128146208,-12,"[760, 103, 254, 245, -3, 0]"
0.003,2.1640538603848766e-05,-0.7222805575209648,-0.6857819209728607,4,"[329, 989, 614, 239, -2, -3]"
0.013,-0.025634345705086492,-0.679407953675221,-0.7099624120826619,-17,"[751, 516, 226, 366, 0, -1]"
0.005,0.004878441382030055,0.8672255755992251,-0.4858528067550002,1,"[285, 132, 454, 328, -3, 2]"
0.003,0.005955969998958676,0.895083432051633,-0.43794825212109484,3,"[196, 480, 341, 841, -1, 1]"
0.01,-0.003869695946799769,0.9513717862774551,-0.26372956890742794,9,"[462, 979, 507, 142, 3, 3]"
0.01,-0.013987859882175508,0.9463052340082081,0.2819955294296625,-8,"[414, 971, 178, 689, -3, 3]"
0.001,-0.006319779041992072,0.739199062451861,0.6729434504680553,-13,"[377, 456, 943, 520, 2, 2]"
0.006,0.01601258969943065,-0.8606381466494076,0.49144388147775725,-2,"[367, 505, 586, 674, 1, 3]"
0.011,-0.009811899550550349,0.6943682574720743,-0.6995994158072771,-13,"[775, 582, 541, 672, 0, -2]"
0.003,-0.009137624101893706,-0.4952209483911797,-0.8641767230703145,-6,"[270, 951, 947, 999, 0, 0]"
0.004,-0.00462034298609746,-0.9588981450648446,0.2623091517231816,14,"[714, 531, 891, 611, -2, -3]"
0.004,-0.036558839469317116,0.9947157677002698,0.04660109762695544,-18,"[251, 131, 982, 572, -1, -2]"
0.01,-0.009068702812087708,-0.69702982391449,-0.6985403016536985,7,"[401, 620, 814, 238, -3, 0]"
0.008,-0.006262182838541827,0.8547831721799246,-0.49898213868900526,-6,"[781, 267, 276, 495, 2, -2]"
0.002,-0.020827555577875575,0.528442030546848,-0.8456433691490453,-15,"[696, 596, 972, 518, 1, 2]"
0.005,-0.0017943070230287197,-0.3201480596097471,0.9400953584141071,-3,"[868, 323, 346, 857, -1, -1]"
0.008,-0.0006726590800506092,-0.3905819089276275,0.908856708674982,19,"[539, 981, 473, 636, 1, -2]"
0.007,0.0256705841732959,0.1484845601168509,-0.9793222352252762,17,"[840, 485, 348, 621, -2, 3]"
0.012,-0.001313368338512021,0.023490196196363347,0.984138453570443,15,"[246, 279, 390, 688, 3, 2]"
0.009,-0.0004852022442281139,0.6438706786735314,0.7503844829055994,-17,"[810, 665, 574, 591, 0, -1]"
0.014,0.016830425833618528,0.9796827829225687,-0.07047226180603625,9,"[591, 424, 600, 220, -1, 0]"
0.004,0.03675359010399806,0.980304979366786,0.17718189890711433,18,"[171, 178, 279, 484, 1, 2]"
0.01,0.007750553121432146,0.15689302343350858,0.9747015653956755,-5,"[318, 326, 816, 823, -3, -1]"
0.015,-0.002118357209902508,0.6276754015135564,0.7539942991062476,-19,"[871, 432, 242, 325, 2, -2]"
0.013,-0.03351178609045213,0.9017886886731529,-0.39073874337368775,-13,"[930, 189, 381, 554, 2, 2]"
0.012,-0.025431329724600292,-0.23328802228896375,-0.9559959625843699,-16,"[659, 670, 620, 591, -2, 1]"
0.004,0.027877905495562284,0.43734748032811327,-0.8930351289610865,10,"[382, 290, 748, 890, 1, -1]"
0.002,-0.008513974641403682,0.9567822811730132,-0.2830937002156491,-5,"[403, 527, 657, 848, 3, 1]"
0.015,-0.010794315842477753,0.8662676876991665,-0.4597772209444886,-16,"[372, 603, 544, 620, -2, 0]"
0.007,0.04710156215694793,-0.8841940095377693,-0.4436581482796056,5,"[213, 394, 387, 866, 2, 2]"
0.004,-0.0032664621945446837,-0.952409979400175,0.2849715693498387,-2,"[837, 414, 305, 889, -2, 0]"
0.01,-0.0057995235837274926,-0.6753075433541917,-0.7196121673950067,-8,"[766, 252, 162, 621, -2, 2]"
0.002,0.0011869526449116178,0.9532871699600566,0.29747883792009233,3,"[247, 388, 856, 831, 1, 1]"
0.01,-0.052375692707522424,-0.9727258924852308,-0.15139131182762172,2,"[267, 189, 870, 235, -3, 2]"
0.004,0.02899597276880908,0.05064326570236398,-0.9930434038555481,11,"[257, 516, 565, 898, 2, -1]"
0.015,-0.0017823143092209638,-0.93129388979292,0.3051230210358838,16,"[768, 824, 450, 698, 1, -2]"
0.003,0.017796641735766904,-0.8776337264267573,-0.47034004875609425,17,"[412, 995, 508, 981, 2, -1]"
0.005,3.5981803748555985e-05,0.046497460156122924,0.9924187125515239,4,"[388, 878, 642, 825, 1, -1]"
0.002,0.016004065772841015,0.8783394631373975,-0.4727951140131381,11,"[311, 722, 507, 542, -1, -1]"
0.014,-0.029730739915967704,0.6648872393283101,-0.721883527340676,-9,"[757, 312, 242, 702, 3, 2]"
0.014,-0.022084098111575266,-0.7985402790608895,-0.5704809295293438,-5,"[548, 642, 887, 290, -2, 1]"
0.009,-0.0249236241677842,-0.10528433484954368,-0.9823190840528936,-17,"[373, 686, 729, 342, 3, 1]"
0.006,-0.06768285975145744,0.04526480277186819,-0.9887931356306071,-19,"[103, 413, 585, 380, 0, 2]"
0.006,-0.0027555902609855128,-0.23590927398106296,-0.9637026024466976,-2,"[880, 731, 303, 269, 2, -3]"
0.005,0.0007569017424738425,-0.40795902693198216,0.9053513683520249,-5,"[218, 954, 224, 425, -1, 2]"
0.009,0.012794150750137194,-0.21770244894591306,-0.963901572240075,6,"[566, 506, 531, 737, 1, 0]"
0.011,3.5558325124181362e-06,0.026398192281566923,0.9853327147341784,15,"[738, 978, 472, 434, -1, 1]"
0.004,-0.006961814921786011,-0.6812395240721049,0.7240930509046765,-18,"[444, 938, 416, 800, -2, -1]"
0.009,0.017186757386439513,0.9167221925212501,0.37137184072692603,17,"[275, 555, 888, 721, -3, 3]"
0.009,-0.01910248283534791,0.9671449603079304,-0.2048402099963424,-11,"[531, 365, 324, 270, 0, 2]"
0.01,-0.013922448401498278,-0.7878555987254428,-0.5940087137257288,-15,"[728, 307, 421, 329, 0, 3]"
0.008,-0.02970625639802922,0.5915323762992694,-0.7927857557164042,-13,"[139, 959, 590, 633, 3, 2]"
0.001,-0.001365470730665661,0.5845175761930644,0.8111270361362841,-1,"[154, 471, 482, 945, -1, 3]"
0.006,-0.01086518886591183,-0.8886377710749538,0.4389363575926254,-7,"[695, 167, 395, 856, 2, -2]"
0.007,-0.003937003653676156,0.8052223987270317,0.5787804749889395,13,"[616, 417, 196, 731, -2, 3]"
0.012,-0.01361043357944572,-0.6479713190269377,-0.7408295712492565,0,"[466, 903, 546, 758, -1, -2]"
0.009,0.01501593610615628,-0.9268638732167958,0.3407139962467716,-5,"[700, 561, 501, 500, 3, 2]"
0.01,-0.03476829435773065,0.8859366678419852,-0.4343866950566272,-7,"[104, 727, 883, 601, 3, 0]"
0.003,-0.0016337294011617967,-0.9718458922221409,0.216225882508984,7,"[657, 987, 551, 374, -3, -2]"
0.01,0.02575313335406836,-0.9251535033980506,0.3381795282402483,-20,"[111, 395, 822, 979, 3, 0]"
0.001,0.007018713790822873,0.8395382826250296,0.5423862546938932,15,"[747, 251, 433, 810, 1, -1]"
0.008,0.0034927181440386505,0.09397341710409012,0.9852303219185424,-10,"[272, 525, 933, 967, -2, -2]"
0.009,-0.005326452233413483,0.775327635922791,0.6144233850903402,20,"[135, 663, 815, 640, 3, -1]"
0.005,-0.06762122486047902,0.9016823532289793,-0.4133700487146998,-20,"[298, 103, 345, 198, -2, -2]"
0.009,-0.016947626613327237,0.9806705134313917,-0.12584109396133386,-15,"[276, 611, 376, 200, 1, -3]"
0.001,-0.012267426556078948,0.9942202116150235,0.09843037628921791,-20,"[639, 834, 678, 401, -1, 2]"
0.001,-0.0017919338545627516,0.9848634390901092,0.1686996158919088,-3,"[616, 786, 174, 472, 3, -1]"
0.002,-0.022338448291065866,0.9847163459671693,-0.160515446279063,-15,"[684, 183, 804, 715, 3, 1]"
0.005,0.0004566110675225541,-0.27715634742772655,0.9537045652252415,14,"[544, 656, 210, 637, 0, 0]"
0.012,-0.019701747405658058,-0.9804953858282451,-0.07743997655054269,0,"[429, 481, 438, 900, 3, -3]"
0.008,-0.004355677306818195,-0.9402274812300082,0.3066925316892778,-4,"[479, 935, 411, 804, -3, 1]"
0.007,0.00790923698899873,0.7497415932494501,0.6489907200954858,20,"[864, 156, 766, 518, -1, 1]"
0.014,-0.01821219221258939,0.9666004328483239,0.17524485558909186,-14,"[513, 484, 985, 539, 0, 1]"
0.003,-0.010765391187067975,-0.995613538238518,0.0001677360862769317,-17,"[576, 995, 383, 492, 0, 0]"
0.011,-0.007712771891643034,0.5792347977310843,-0.7975143684571844,-5,"[593, 778, 186, 513, -1, 1]"
0.003,-0.02238935680538903,0.47225760432828395,-0.8767250681772382,-10,"[584, 299, 453, 564, -2, -1]"
0.004,0.015058918856680186,-0.9936276614098395,0.030777189084146533,13,"[635, 551, 288, 541, 2, 1]"
0.004,0.0037482233925303626,-0.7581566628700073,0.6430732542474544,15,"[408, 946, 989, 311, -1, 3]"
0.005,-0.012144781910739953,0.8694480612912914,-0.4808105073785517,-12,"[794, 878, 731, 251, 0, 3]"
0.009,-0.03352302918464211,0.3250094707905862,-0.9326734115044201,-18,"[859, 151, 884, 532, -2, 2]"
0.002,-0.0007726384803340668,0.11388026631876609,-0.9908504238153908,-1,"[978, 536, 996, 619, 2, -2]"
0.01,-0.0015627833991014,0.01595304699575187,-0.986827990805351,0,"[108, 833, 507, 759, 0, -1]"
0.008,0.05295146085089195,-0.9869572937824994,-0.0157292108646676,12,"[145, 442, 883, 666, 3, -1]"
0.014,0.008056228292132964,0.7706942028387956,0.6095526076992824,-6,"[814, 148, 963, 960, 0, -1]"
0.007,6.037963199190542e-05,0.023435775119702018,0.9906117917680781,-1,"[744, 157, 312, 953, 2, -1]"
0.006,0.018965689796157908,0.8884264245200233,0.44277674719630067,19,"[371, 861, 212, 740, -2, -3]"
0.001,-0.006406917132655121,0.9950179947217903,-0.08916995160009886,-9,"[700, 961, 559, 456, 2, 3]"
0.006,0.0018836393332033415,-0.4054010381338651,0.9049774492498887,-9,"[569, 408, 834, 519, 0, 2]"
0.009,0.004285311149646044,0.19664360723853352,0.9688433604642454,-20,"[139, 581, 169, 997, 0, -2]"
0.01,0.01041701435260703,-0.19045235488457385,-0.9683611756648539,7,"[708, 254, 110, 820, -1, -1]"
0.01,0.01348367566207604,0.9855682739832097,-0.06332294415123221,1,"[575, 217, 626, 585, 1, -3]"
0.002,0.015872698268082543,0.6596507910741073,-0.7479915489142367,11,"[579, 631, 687, 263, 0, 0]"
0.008,-0.006914235969212709,0.6967706496229463,0.703868867552911,2,"[122, 761, 679, 593, 1, 1]"
0.012,-0.0019500783850996272,0.679601756554976,-0.7123028853682901,7,"[106, 616, 616, 558, 1, 3]"
0.002,-0.022208273457210572,0.2912264131752865,-0.9536473761609693,-16,"[750, 673, 599, 162, 0, -3]"
0.012,-0.006856574877074691,0.5164081553690987,0.8384714412411792,-11,"[825, 792, 580, 131, 2, 3]"
0.002,0.021615901918247103,0.2586036956079437,-0.9630189499452105,16,"[711, 729, 286, 302, -1, 0]"
0.013,0.023507851816442438,-0.9168527538938557,0.35136755273829684,3,"[182, 692, 896, 316, 2, -1]"
0.011,-0.015960051920472035,-0.6785462524071191,-0.714604168100871,6,"[445, 481, 121, 774, -3, -3]"
0.013,-0.020387186069653628,-0.9357533580921641,0.29875036901812296,1,"[460, 893, 836, 277, -3, 1]"
0.014,0.01024016015199804,-0.8705162449310411,-0.4533794713068038,19,"[555, 645, 214, 301, -1, -3]"
0.012,-0.013094753955840397,-0.9442274049159485,0.274985322847995,-5,"[669, 271, 284, 363, 0, -2]"
0.001,0.009235453163667254,0.9664815158164998,-0.25235625315756155,14,"[914, 913, 493, 771, 0, 3]"
0.002,0.014672156005339219,0.9798954303163642,0.19104736347176174,12,"[381, 309, 294, 564, 2, -2]"
0.002,0.008596783643184773,0.4681347854091086,-0.8806541154242286,6,"[809, 518, 911, 599, -1, 2]"
0.005,-0.007903107153908238,0.9928465877506535,0.044576233601058037,-7,"[918, 644, 134, 788, -2, 2]"
0.012,-0.011790532451912403,-0.9615296963390457,0.20671263091237907,11,"[191, 743, 431, 790, 0, -2]"
0.012,-0.006271847920482257,0.5833613718497026,0.793649076176759,-19,"[610, 490, 280, 520, -2, 2]"
0.008,-0.002282256089239246,-0.8090685401431765,-0.5694994116850465,-2,"[506, 792, 202, 293, 3, -2]"
0.001,0.0006772561306011889,0.7616449834703103,0.647421238075299,1,"[138, 729, 661, 779, -1, 0]"
0.011,-0.0581545662603238,0.8058048292603915,0.5668463850156881,-19,"[338, 320, 962, 878, 2, 2]"
0.002,-0.0028569744254008742,-0.19585526048735774,-0.9779602498679224,-3,"[855, 815, 308, 425, 1, 1]"
0.004,0.00789186151255197,0.8245900350531125,0.557188927129344,17,"[872, 943, 450, 750, 0, -3]"
0.009,-0.0014352672955082076,-0.34897358249044813,0.9238659202307512,9,"[394, 264, 812, 115, -1, 3]"
0.007,0.01769474021865116,-0.45095228616436317,-0.8821042674038997,11,"[792, 622, 988, 503, 1, 0]"
0.014,0.0009158700098445018,0.07824240110451172,0.9787277644392534,2,"[900, 901, 797, 353, -1, -2]"
0.015,-0.005877669199361956,0.9429497435528824,0.27081304949386437,-12,"[566, 777, 812, 286, 1, -3]"
0.005,-0.00022733214337912588,-0.1315005249780405,0.9845755266583714,-15,"[512, 718, 542, 853, -2, 1]"
0.002,-0.006922418795860228,0.8322982513838378,-0.5498859426733734,-5,"[862, 216, 573, 647, -1, -1]"
0.009,0.03552104108491053,-0.37164669162966407,-0.9150215675866372,20,"[784, 306, 518, 132, 0, 1]"
0.012,-0.02954244340407326,-0.9125009627665871,0.3657348219845816,-19,"[588, 360, 264, 306, -3, -2]"
0.009,-0.012474744807772529,-0.9046173336597509,-0.3970147582585855,2,"[963, 213, 427, 590, -3, -1]"
0.008,-0.025608657929033333,0.6409844048277885,-0.7535396419658285,-20,"[453, 637, 986, 101, -2, 0]"
0.003,0.00434733070658688,0.8842855630180733,-0.4593151887759015,2,"[556, 128, 380, 646, -2, 1]"
0.002,-0.00602385764182132,0.44328384716689206,-0.893438451014839,-5,"[781, 560, 169, 708, 3, 3]"
0.002,0.027442857440270182,0.7791207540277655,-0.6222964175238144,19,"[655, 468, 249, 961, -1, 0]"
0.002,-0.008656863257030075,0.7104789068380253,-0.7000573330192179,-6,"[922, 253, 162, 541, 1, 1]"
0.001,-0.005633947855559221,0.7452237970935074,0.6662616719724037,-11,"[305, 537, 561, 652, 2, 3]"
0.007,0.05871716986131798,0.3672047293114733,-0.9184039797028837,10,"[273, 122, 108, 529, 2, 3]"
0.013,0.013830611723987047,-0.10428913053224292,-0.9774394782529725,9,"[829, 871, 560, 593, 1, 3]"
0.009,-0.014938095701292153,-0.03267774687115997,-0.9876035829635073,-10,"[812, 239, 622, 968, 3, 0]"
0.013,-0.007036874936509077,-0.9821779467118291,-0.028820492725434237,9,"[467, 860, 350, 506, -1, -2]"
0.006,3.462329168340246e-05,-0.018833771444846686,0.9919531986616293,8,"[900, 144, 739, 333, 0, 1]"
0.004,0.0023207544885851705,-0.7954558211819599,0.5962963283208239,-11,"[449, 890, 950, 250, 2, 1]"
0.014,0.012379725802669734,0.46699561970510584,0.8642336170965972,6,"[253, 680, 731, 480, -1, -2]"
0.006,0.0009231680700676452,0.4468345982829102,0.8863922125069195,-11,"[224, 901, 284, 491, -3, 0]"
0.013,-0.0014691527314202204,-0.8125509403857045,-0.5529091014704787,2,"[122, 678, 170, 170, -2, 0]"
0.001,0.005058161820107048,0.9976199638007703,0.054570641569429736,8,"[609, 908, 139, 240, 3, -3]"
0.002,-0.016057138365311776,0.5403652995471688,-0.838182745287949,-11,"[369, 916, 256, 744, -2, -1]"
0.007,-0.001343650965328659,-0.07295802377366868,0.9880548935283787,-7,"[482, 405, 246, 681, -1, -3]"
