Time,Mx_f,My_f,Mz_f,B_z,a1,a2,b1,b2,f1,f2 
0.015,-0.0023615947913985824,0.6148312091005103,0.7648290888564699,-17,223,660,745,190,-1,3
0.002,0.004223185610460518,-0.6222135631381077,-0.7794467586825032,4,909,999,120,198,2,1
0.009,0.04941921316884311,-0.9600323394133391,0.22320342395717335,-5,153,396,531,674,2,3
0.005,0.0008141169206019114,-0.6535883809981538,0.7472914540328912,-5,251,862,655,633,-1,2
0.008,0.03973774611145459,0.6347774176190588,-0.7581647283363221,20,870,221,287,517,-3,-3
0.014,0.0674913964235782,-0.7951669889581051,0.5701759567680854,17,670,159,509,893,3,3
0.01,-0.02038216283519604,-0.8158745661402692,-0.5546528825685456,-5,692,348,302,796,-2,-1
0.002,-0.017588312613216885,0.3629351897645671,-0.928829107675056,-12,855,530,118,662,1,-3
0.003,0.010647587117909914,-0.06395953679687881,-0.9939596132129757,6,329,740,542,271,1,-3
0.015,0.0055462245696817234,0.9361213893254506,0.29445853822376583,-19,649,273,886,683,0,-2
0.002,-0.01907334540516564,0.5453605092627279,-0.8348791987806408,-13,444,838,115,982,1,-2
0.009,0.010509689820531649,0.19904482971412593,-0.9679423534221286,9,843,880,458,561,2,-3
0.015,0.0034105838746670337,0.8647584513208396,-0.4625438397303441,-20,455,939,704,705,-3,-1
0.014,-0.020043846444048493,0.415611790108698,-0.889263533628354,-9,754,337,297,333,3,1
0.011,0.00881382543778253,-0.9520096362937667,-0.2534815449739666,15,824,152,424,460,-2,0
0.008,-0.011562742042230916,-0.40874024085828764,0.9003462857387028,-9,279,453,611,754,0,-3
0.011,-0.006585007455113414,0.7320325522511743,0.6618546586969662,19,536,111,571,166,3,-2
0.009,0.01130790918679904,-0.6399977250856785,0.7522083971106271,3,824,494,914,351,3,-1
0.002,0.010631524491281165,0.9316255985884511,0.35975229352495236,11,208,394,397,429,2,0
0.004,-0.0006575574135996673,-0.4549410572312621,0.8842003783600401,-10,870,582,821,745,1,-1
0.001,0.00515331492738813,0.8996513218139243,0.4352725201625317,11,550,571,840,251,1,1
0.008,0.01224524292172894,0.451767140339731,-0.880334064471618,10,298,821,135,723,3,3
0.01,-0.001961182205551016,-0.837527084879659,-0.5217345609280605,1,125,919,772,410,-1,1
0.008,-5.9014677268156624e-05,-0.009273627235681092,0.9894923914068867,20,264,520,179,862,2,-1
0.01,-0.0071305994174037535,0.9479053143275757,-0.2766330296964772,3,637,177,184,281,2,3
0.006,0.003149749495129179,-0.5656984030722179,-0.8149992185413937,-9,108,517,445,670,2,3
0.013,-0.002073681082582618,0.9417909632159589,-0.28320072782166933,-13,469,641,313,650,-2,-1
0.001,-0.009237606089367498,0.9857966611686209,-0.16149859630273858,-14,947,787,976,117,-1,2
0.006,-0.01825236904385533,0.9482585724561113,-0.29229512911032907,-13,888,471,569,962,3,0
0.011,0.0432603281440834,0.925395938621945,0.34005544976995294,9,324,358,855,216,-3,0
0.015,0.0011734955866662341,-0.36728068315505114,0.9088108501783719,10,771,879,111,505,2,0
0.009,0.0015551403336131941,-0.35636143589580477,0.9210241245664181,-14,551,106,118,353,-1,2
0.006,-0.009272320358186249,-0.6179061754208739,-0.7761515737523856,-10,927,756,926,145,0,3
0.008,-0.015547764680545492,0.8738851787866387,-0.4645548724949354,-11,174,869,168,187,-2,2
0.009,-0.004498006058409364,-0.9822663979669625,-0.10431656929739924,-19,530,680,154,523,0,3
0.009,0.02744060812364996,0.9878698841745216,-0.02778036412690909,17,708,866,692,533,-3,-2
0.006,-0.00028860334193780805,-0.9823737166149548,-0.13392965703150636,-14,195,568,950,248,3,-3
0.004,0.0062538302673643435,-0.9375819386379176,0.3304391219588952,-6,282,981,894,495,2,2
0.001,0.005446527858945947,0.9961916901480512,0.07650646092287702,9,842,653,435,542,1,0
0.011,0.0029943060439809907,-0.980962112238212,0.08891162703752237,4,847,161,547,523,-2,2
0.014,-0.0007265504176034187,0.9598377469626839,-0.20797595366725075,-14,892,582,884,267,-2,2
0.012,-0.047980191460141514,-0.6484098325021863,0.7369266008980552,-8,111,352,242,972,2,-3
0.008,-0.008859977366162359,-0.38780483854789133,0.9096307036496841,1,163,572,323,865,-1,-2
0.001,-0.006074563710350457,0.6273624714742158,0.7783964434440815,-16,247,432,692,618,1,2
0.013,-0.0010842177451647218,-0.10143201084713148,0.9777408668705235,16,591,851,504,618,0,-2
0.001,0.0007839163070228604,0.9127015469729388,0.40716934758620354,2,753,399,346,330,3,-1
0.005,0.005284622124788109,0.7886730656790475,0.6050351996882916,10,681,759,321,371,-2,-1
0.001,0.0009246290997323169,0.3991272427244453,0.9167945734032567,5,270,141,361,182,0,1
0.009,-0.061057565368436414,-0.3295032394225226,-0.9296973535457915,-13,161,226,286,162,0,1
0.004,0.003726636988848128,-0.9557793375644983,0.27346090292000297,0,667,581,877,937,-2,3
0.013,0.006563778887067262,0.9836071217714416,0.008079170585646979,1,451,636,555,259,0,-2
0.01,0.0149769870916544,-0.5085778793616139,-0.8456870130475515,16,886,739,711,622,-2,1
0.01,-0.003155835495953718,-0.7947314017447372,0.5840210275823097,1,723,440,491,618,-1,0
0.002,0.00715990230947582,0.5604047591061739,-0.825050294767237,5,317,956,129,165,0,0
0.011,0.002433712169804466,-0.9670512435373304,0.18683707468240954,-12,551,466,575,527,0,2
0.007,-0.02568845261345809,0.12059682432576327,-0.9831463966583524,-17,489,840,915,566,-1,0
0.015,-0.009599694614179189,-0.3689383186305255,-0.908394254924559,1,453,620,781,109,-2,-1
0.014,-0.039397083497878384,0.555617831101214,-0.8085296636691126,-16,407,672,961,310,3,-2
0.014,-0.00892205840961177,-0.9659724239603079,-0.17165182802813567,4,275,498,973,383,0,-2
0.015,-0.033134307520040304,0.4251793903839184,-0.882911651601982,-5,137,461,164,960,2,3
0.005,-0.003996552694867888,-0.1841726422670731,-0.9762394023792,-3,539,127,220,177,3,1
0.008,-0.002409712500436858,0.13649368248740967,-0.9800862569557767,-2,925,236,366,395,3,2
0.015,0.010840646970708568,0.9796330679915074,0.05042379369996432,-8,654,704,354,791,0,-2
0.008,-0.001335090711290167,-0.2099912442167593,0.966834338165848,20,922,622,912,796,1,-3
0.004,-0.0009219619204973169,-0.19682415055220764,0.9749252394253637,-3,658,863,910,385,-1,-2
0.015,0.01711564570415955,-0.05216334112347315,-0.9789663684252614,3,515,117,359,554,2,1
0.011,-0.000722123387994323,0.8394803281707907,0.5178247888513687,12,677,558,209,263,1,2
0.001,-0.01101119605547899,0.9659697471678695,0.25561140584368974,-20,757,556,613,966,3,-3
0.002,-0.005810670491097003,0.807266700801899,-0.585981495821327,-4,683,417,739,582,2,-2
0.014,-0.002973164194329844,-0.4910391156694494,0.8496365213227809,0,407,902,336,558,0,-1
0.015,0.000712048827871908,-0.028093668433562646,0.9800570847275597,6,319,517,743,264,3,-3
0.003,0.007248452284449596,-0.9805409738170849,0.17247215052657236,15,696,933,611,356,-2,3
0.013,-0.050357273925629456,0.9282307666937051,-0.3208989130547479,-10,993,120,762,829,3,2
0.011,-0.0006480272196172708,-0.23674979645002328,0.9562274917234996,14,352,197,116,514,2,-1
0.006,-0.004225410160929926,0.7387180881286305,-0.6624387677816757,-4,481,950,271,175,0,-1
0.015,0.02281067799578787,-0.5821570979019943,0.7875564354489586,-19,564,231,589,624,2,2
0.007,0.0013363700576519337,0.9749840282144566,0.1803562649903347,8,717,379,126,413,0,2
0.011,0.006287417130031112,-0.5014552682333565,0.8478993079513342,-6,103,991,479,295,1,3
0.014,0.015985161797599172,-0.16609852268122155,-0.9675121782513241,10,621,962,818,331,2,0
0.001,-0.007552681716507049,0.8007941486570384,0.5981923060416463,-18,387,543,386,942,1,-1
0.013,0.01909336975810247,-0.8248158491181194,0.5328456721795085,7,544,346,250,367,2,2
0.001,-0.0034792486851032618,0.8512752353995378,0.5237750970440913,-5,678,342,952,183,3,1
0.002,0.018713943054825287,0.7692290668269988,-0.6347869769622685,13,468,663,735,702,-1,2
0.005,-0.01211985428336288,0.9303800994178545,0.34968631957934193,-13,929,570,889,541,2,1
0.006,-0.02297611582856157,0.8775249724254196,-0.4627965209098536,-20,550,840,632,613,3,-2
0.003,-0.003988924407567668,0.05557570435769242,-0.9945058634842507,-1,627,402,598,937,-2,0
0.005,-0.007274016285024278,0.5908592726502307,0.7992469529975801,-14,719,665,370,500,3,3
0.003,-0.008238259483154105,-0.7120057171035098,-0.6964017894456611,-10,341,972,438,467,3,1
0.007,0.0016706905573330264,-0.31708469708256176,0.938242633331628,10,260,591,695,993,2,-1
0.009,-0.0011547627789794499,0.09299270961545876,-0.9838683298036125,-1,928,807,395,684,-2,1
0.008,-0.03834937278280167,0.9385567149659834,-0.3124269161220975,-15,115,907,826,775,1,3
0.008,0.008406976859827246,-0.6273348847269467,-0.7651787422834835,13,561,703,903,950,0,-2
0.011,0.008592222483039723,-0.7481372148695363,0.6405106907144034,12,238,826,911,162,1,-2
0.009,0.02986380253310455,0.747487936874109,-0.6459880587511548,16,219,733,573,151,0,-3
0.009,0.0012199474982295664,0.12092833325752494,0.9809434860443087,-2,548,862,219,387,-2,-3
0.001,0.007071975499722044,0.8154802580785007,0.5779841672519187,17,607,348,302,558,0,2
0.007,0.015879249955977504,0.9664212567059932,0.22124158411765077,-2,327,763,835,202,-3,-3
0.005,0.00415978692052154,-0.6190498581857322,0.7761707698440787,-14,149,973,449,780,0,3
0.006,0.008563228567604267,0.8750694879538624,-0.46790335085816265,12,621,770,231,644,3,1
0.013,0.0016514389620446645,0.0840071996869729,-0.9794806499417564,1,773,429,252,182,-2,3
0.012,-0.04555077675746198,-0.930678659140564,-0.3160511865130595,-16,445,444,232,443,-1,-3
0.004,0.03619573688828296,-0.7621445130167575,-0.6380376285553625,16,747,257,648,946,-1,3
0.01,0.025230874425868566,0.8637502871174304,-0.47749074006398096,14,401,435,834,750,-1,1
0.013,-0.009585535262558854,-0.3756003714279257,0.9080872540558461,3,979,441,497,437,-3,-3
0.003,-0.005543664855362547,-0.346495623559749,-0.933848884060278,-2,367,799,285,682,-1,-1
0.004,-0.0225990895704031,0.4517657702774012,-0.8859830367671717,-8,244,424,944,644,2,-3
0.007,0.007608209408955883,-0.8808945013583757,0.4511477585771403,-5,443,298,570,251,3,-2
0.005,0.0006439180340767036,0.05704750329151975,0.9918781554463091,20,478,790,758,631,-2,-2
0.003,0.029905441572891114,-0.4980055099616636,-0.8621034046067932,18,694,528,131,647,-2,2
0.003,-0.021889984806688075,-0.6557479827822639,-0.7493707849762118,-18,407,880,486,508,2,0
0.001,0.0006521258293704148,0.998506584955272,-0.033332736676103,1,669,936,517,530,3,-3
0.013,0.0018872026673295579,0.9022767627938811,0.3922650039714696,-6,108,948,167,496,0,-1
0.015,0.022315138408531273,0.8460224455736435,0.49692609511712155,17,169,738,494,501,-2,0
0.005,-0.06608740754281714,-0.18422705730865746,-0.9739935001631802,-15,275,391,970,601,-2,-3
0.005,0.040919304986770474,0.9838539093460946,0.14942953783294818,15,170,115,529,712,-3,3
0.01,-0.019742849659931047,0.9467858809415038,0.28002666352274014,-15,700,685,446,976,2,1
0.008,0.014538515346484114,0.9722432656098684,0.18782500048121892,15,488,470,631,495,-2,2
0.015,-0.01756568993039489,-0.6090192822694951,-0.768158185691628,-2,622,470,671,395,-1,-2
0.002,0.020369865826896715,0.7019459615559669,-0.708366086791226,14,701,480,354,996,3,3
0.009,-0.018660940898785477,-0.5509483493255153,0.8189450445873222,-18,271,361,448,112,-3,-3
0.008,-0.010055700978038934,-0.8119224886433896,0.5634056641331641,-1,415,250,179,699,-1,-1
0.003,0.021615314579556295,0.9477697118277753,-0.30767199144759927,10,285,344,259,222,-1,-2
0.009,0.013331070005607692,-0.44485045471053686,-0.8823617425828119,19,844,255,756,464,-3,-3
0.008,-0.011553786155486119,0.9764126310832361,0.16493395703837796,-4,713,248,561,113,2,0
0.012,0.014076056390865245,0.9441559328592296,0.2805289609986702,19,606,548,584,851,1,-1
0.008,-0.0038923902304002105,0.9244446525462865,0.3554163850615133,-12,331,605,364,440,2,-3
0.014,0.0037407517471126717,0.8906656550478416,-0.4135517201976997,1,564,926,244,547,3,-2
0.012,-0.0343530209767518,-0.9605716335158335,0.20862097969411258,-17,387,547,796,368,-1,-2
0.013,-0.0004290397103984596,0.8918689407147686,-0.4141976291362089,7,972,149,992,643,1,0
0.006,-0.001502568124548446,0.9372780014959772,-0.3262367950109327,3,868,497,172,645,0,2
0.013,0.02087290744143518,0.7672703876724261,-0.6144124195255516,2,870,753,539,598,-3,-3
0.015,0.011940388505212488,-0.12700363862928118,-0.9721748737279938,5,480,995,447,959,-1,3
0.013,-0.0025169669390493424,-0.7530573437188786,0.6310263701481105,-12,828,555,684,480,-2,3
0.015,0.06640465603151084,-0.8414069380587137,0.4968840500703343,-8,107,661,587,792,3,3
0.005,0.027642991689466895,-0.7282709224689644,-0.6749170200924882,20,245,548,690,608,-2,-1
0.001,-0.0009282482313444312,0.909421942078994,0.4144578141969836,-2,762,382,273,651,-1,0
0.003,-0.032956892218496917,0.8403887680779248,-0.5342462633754157,-15,299,414,479,441,2,1
0.002,0.0006392675327745271,-0.3435583443786502,-0.9363425283789791,2,982,765,461,611,-2,-1
0.005,0.06315118206693683,-0.21389032803651115,-0.9681087413154065,17,204,468,949,565,3,-1
0.009,-0.004655930762917351,0.4292228425630259,0.8909639016557716,7,423,325,558,883,2,0
0.008,-0.015997766528805083,0.8268448001367694,0.545076608727901,-10,524,385,304,735,3,1
0.01,0.005602923102279839,0.3285159391758472,0.9313344501880236,-15,207,455,826,595,-1,-1
0.009,0.00044549273302229,0.858569133200014,0.4914632989696339,-12,675,140,366,104,-3,2
0.002,0.01654175080821202,0.9463744172125491,0.3184698520499523,17,133,491,627,521,0,3
0.003,-0.030510984219144194,-0.66454854935168,-0.7412679604499107,-18,886,405,339,699,-1,-3
0.01,0.03983394918072527,0.28749749028838434,-0.9433056891686397,19,376,537,393,256,3,-3
0.014,-0.0039855043435836025,-0.5000491195414761,0.8444914776600879,-10,762,995,797,999,-1,0
0.013,0.027338010340420025,0.934038768524877,0.30780093533969755,18,889,174,734,944,-2,0
0.002,0.021568772977794144,0.8186633361388018,-0.5695939188445617,15,360,730,382,361,2,-2
0.014,-0.057282470568973495,0.38870286209004024,-0.8997401244020483,-19,361,283,576,702,2,-1
0.003,-0.019933687373652923,-0.5003372920127037,-0.861040995443324,-9,570,653,489,358,-3,-3
0.004,0.014811792564427025,-0.9291003101830555,0.35332030962997635,15,614,655,816,998,-1,3
0.006,0.0006606870580833612,-0.9309759697819242,0.34023577778765507,-1,497,347,511,701,-1,1
0.01,0.006362140934440633,0.9304308038844964,-0.32994024579313813,8,755,693,125,217,3,-1
0.01,0.01089763714737763,0.559270861317524,0.813754071191227,3,580,737,369,475,-3,-3
0.008,-0.027137991832038532,-0.3477184745546165,-0.9260540604582795,-20,853,370,202,257,2,3
0.009,0.0034413344772775824,0.803632535696445,-0.5753600596664555,-4,744,896,685,160,-3,1
0.011,-0.022303589783303712,0.8447535380643035,0.5086892914064681,-3,791,445,105,908,2,3
0.009,-0.02203885514105802,-0.8389149400243566,-0.5215372010903074,4,956,204,951,834,-2,-2
0.01,-0.042701370877749535,-0.9790482915222813,-0.11287009942831742,-18,442,646,328,933,1,-3
0.008,-0.016266542939091154,-0.5765955449127176,-0.8040043849463698,-11,530,726,292,233,-2,2
0.003,-0.014645833347169946,-0.5927687283272611,-0.8003086826950515,-11,892,368,585,330,-1,3
0.003,0.006532090585289996,0.061412074326950145,-0.9941487335464751,7,784,243,586,787,-3,-3
0.004,0.0029754206257083774,-0.8449395959583184,0.5237926275175147,1,625,692,177,196,3,2
0.011,0.01690664133712011,0.4020238690477809,-0.8997945054193046,18,984,977,225,236,1,0
0.001,0.006133344859088503,0.9009442396904771,0.4325717097168054,12,482,642,813,924,2,-2
0.009,-0.0006634491523066289,-0.9569434609943055,-0.2458644693408269,6,916,976,934,874,-1,0
0.015,-0.010593621529266031,-0.966882591347209,-0.16055495762892402,3,868,692,424,461,-2,-1
0.005,0.023350404455349433,-0.9571438871736897,-0.26330640454078946,11,382,507,634,780,3,-1
0.011,0.02950435067014165,-0.9573875870204249,0.22935803840442825,9,419,602,409,843,3,1
0.003,-0.0028498423025494295,-0.8248588973291092,0.5575076757149884,16,881,888,511,964,-3,-3
0.014,-0.00850561077191412,-0.652355307156371,-0.7335801344162306,-12,615,559,283,641,-1,2
0.011,0.028066620710482843,-0.15401491962849267,-0.9731580772114116,17,495,376,653,143,-3,-2
0.005,0.002273292357057132,0.7795505790544751,0.6167610810207516,-10,674,763,699,161,-3,1
0.001,0.0033817805569601148,0.7152472781484104,0.698404381325754,10,562,236,460,238,1,2
0.01,0.019701556136223694,-0.19135706494183985,-0.9680374805931898,14,504,458,569,521,-1,-3
0.008,-0.03322643669674408,-0.8097783082199238,-0.5671169126818205,1,289,224,978,647,-2,0
0.01,0.029372816340666914,-0.9490008498321024,0.26695230459161984,-1,490,637,744,865,1,3
0.012,0.00030365222014672156,0.023650946702310174,0.9841092913985435,8,915,658,790,335,-3,2
0.01,0.011394544738186874,-0.5526284062163123,-0.8176134019185741,-3,796,206,579,859,1,2
0.01,-0.00464125423480156,-0.17233816222228535,0.9716013425150941,13,480,759,889,378,-3,-2
0.013,0.009046687470404883,-0.3523819511630618,0.9166479143895903,-11,249,206,227,284,2,2
0.001,0.0025740045553764718,0.9983209335602844,-0.03832577968785831,4,963,647,422,824,2,-1
0.015,-0.003200077915343081,0.9808407735579526,-0.004149630342761508,5,794,987,324,466,-2,3
0.014,-0.0104175124302043,-0.9518819231041586,0.2363403150711569,-9,458,345,362,484,-3,2
0.005,0.00578290874767135,-0.491404577953746,0.862791119134398,16,665,488,416,873,-2,3
0.01,0.00010902005344791795,-0.09982785591982263,0.9816809439347113,15,159,459,139,388,0,0
0.015,-0.01031331716550589,-0.8415284674816297,-0.5026793567260529,-16,616,500,737,137,1,1
0.003,0.0026142852621829,-0.7504496357797905,-0.6548097986783197,5,665,667,132,551,-2,-2
0.006,-0.07981615077803894,0.30766270330655693,-0.9398375251807829,-20,251,220,897,683,-1,2
0.014,-0.04257923167715752,0.9089834291325743,0.370779251625079,-20,771,211,738,967,2,1
0.004,0.01678783472799743,0.9284025607485265,0.3643480590346426,1,195,105,776,600,-2,-2
0.013,0.011670920854352267,-0.926430892528531,-0.32782559737267847,-14,904,399,769,516,2,2
0.005,0.00447876666177296,0.282920234307754,-0.9522907741300624,-1,115,456,737,785,2,1
0.008,-0.017234573028614027,0.549584891353472,-0.8227465685719513,-16,966,924,901,647,-1,3
0.007,0.016323878975766374,0.4569068455792157,-0.8790765204637392,8,405,873,701,999,-2,-2
0.015,0.004510212820061473,0.8312369728416438,0.5211985869042581,13,435,889,428,570,0,0
0.006,0.014541206443072587,-0.9221569159900057,0.36315628078090323,11,688,160,138,866,0,1
0.002,-0.027111078834288187,0.8417935120972848,-0.5346172319757267,-19,720,349,590,193,0,-3
0.015,0.2795697241328187,-0.9369774508323886,-0.04019415161167329,-11,166,142,996,854,3,3
0.013,-0.024610027171145552,-0.9817938411211268,-0.022377543311961713,16,509,335,589,436,-3,-2
0.002,-0.008718025628579788,0.6167896392537403,-0.7837998206693668,-6,452,786,423,116,-2,3
0.013,0.03981246367525517,0.752381020459575,-0.631833924762819,13,106,552,251,103,-2,-2
0.003,-0.01722576372286558,0.8175445628566211,-0.5692105598584719,-8,276,451,959,976,2,-2
0.013,0.012364956061208552,0.7428081117898824,0.6446559869586724,8,734,782,190,630,1,-3
0.011,-0.001331668812423275,0.6102768638789756,0.7747713362211746,15,743,460,957,228,1,-1
0.002,-0.01580018949945493,0.381451191696195,-0.9214133669980138,-11,872,503,253,973,0,-1
0.004,0.0010986323918683572,-0.9712189722503961,0.21229668727269643,18,478,754,505,769,-1,-3
0.009,-0.026947030380903916,-0.777418840921184,-0.6093131111889286,-13,527,621,330,112,-3,-2
0.008,-0.02510242874006683,-0.9812358983902366,-0.12239804219063892,-14,555,804,471,714,0,-3
0.003,0.0077116943714369115,-0.9308365839306794,-0.3537627926867962,12,948,502,924,420,-1,-1
0.001,0.011104600612468474,0.9789182303934132,0.20015845528355652,20,459,911,620,361,2,2
0.002,-0.007848819514934782,0.6383164302744023,0.7690878415949537,-7,115,232,624,594,1,2
0.008,-0.011634964888503602,-0.971397872750306,-0.1837155492239878,5,117,449,265,333,-1,-3
0.015,-0.02661451768729051,0.38286229680567385,0.9034433879615203,12,225,220,768,327,3,0
0.01,0.14721877496445906,-0.26613601916842533,-0.938896467546429,14,199,143,331,938,0,3
0.001,0.011311986217748019,0.9891043321220804,-0.1397627187478481,17,915,797,869,151,0,0
0.009,-0.012926822334762226,0.24926880585179795,-0.9562062964854995,-7,418,601,839,654,0,-2
0.005,0.00670908920519236,-0.8969854039320845,0.42512711103310796,19,845,186,255,431,-3,0
0.001,0.01336708367995878,0.9980286305225984,-0.04328595540379026,20,818,797,990,297,-3,3
0.009,0.013093701025840072,0.23041600094185175,0.9613567233672587,3,564,160,648,893,-3,-3
0.012,-0.01334388079678411,-0.9552834345486367,0.234979867740942,-13,890,570,815,569,-1,0
0.008,-0.00426138166900382,0.24034099929280175,0.9603086151643605,-12,194,622,185,736,1,2
0.007,0.005687493106458149,-0.6701849566419421,0.7291901350238137,13,700,989,782,501,1,1
0.008,-0.02711366618665372,0.0010066446421884041,-0.9891715007768213,-1,148,245,736,330,-1,-3
0.008,-0.008157739812519717,-0.7407853951136081,0.6552100804229551,18,978,487,541,431,-3,-3
0.003,0.015039365688258829,0.7668195437846503,-0.6358414157225688,7,263,492,281,108,2,0
0.006,-0.014048666939243653,-0.47968177923576066,-0.8683683647314513,-16,690,965,336,654,-1,3
0.005,-0.020117369517214725,-0.9896584332345929,-0.07683934113186128,-19,131,796,271,453,1,0
0.013,-0.0014302902020630968,0.4882519294994992,0.8537279440667442,17,507,983,529,184,2,-2
0.005,-0.00533289984718299,-0.4482766120732862,0.8860185804270798,1,936,227,384,776,-3,-2
0.008,7.5996746350583e-06,-0.5178891443688787,0.8427210103845745,-12,868,634,309,256,3,-2
0.002,-0.004389334028685814,0.4519294439957673,0.8917755335852126,-20,105,130,556,881,-3,-1
0.015,0.014271702134498411,-0.24195080908245858,-0.9500809105185526,10,824,659,126,975,3,0
0.001,0.00394194602911591,0.993993197274735,0.10138652048721807,7,759,711,968,318,1,1
0.003,0.018080957285839302,-0.7504801053949804,-0.6545297441437372,13,918,414,154,147,3,2
0.009,-0.001751009842215711,-0.3619950243145832,-0.9195710621854761,-1,110,979,798,570,0,0
0.012,-0.007598561548350939,-0.8154472415693748,-0.550919633594568,-3,627,240,379,465,2,-2
0.006,0.0040742549257356785,-0.8198240837639348,0.5571144119956074,5,206,679,741,266,0,1
0.003,0.018976023563608956,0.33006890678413564,-0.9395912216330965,10,751,184,287,923,-2,-1
0.007,-0.027723701296941225,0.8901656248479038,-0.43487418201862293,-18,492,695,118,719,0,2
0.015,-0.013451471413534592,-0.2857232379696357,-0.9378585893514193,-8,361,706,963,801,1,-1
0.003,-0.020300387839481893,-0.24102803377042892,-0.9662623960471715,-11,891,238,858,701,1,-2
0.004,0.019209990245575837,-0.8582118703282267,-0.5021910718684481,11,335,711,465,607,-1,2
0.01,0.048826040174759125,-0.7699745237263225,-0.6152522278966759,20,858,174,893,993,0,2
0.003,-0.026873891867792713,0.4050994381588796,-0.9095732312325278,-12,324,584,675,379,-2,-1
0.008,-0.0025423279571150452,0.9898154059564783,-0.012942754233511905,-2,790,979,981,767,-2,3
0.008,0.005835598035085235,0.6291833971944216,0.7643214926060056,-3,794,863,516,282,-3,-2
0.015,-0.0011162469467454572,-0.08225844910484786,-0.9770503981172783,0,850,203,190,938,-2,0
0.008,0.005796652291253426,0.8090222861569748,0.5713908228138931,-3,769,136,434,975,2,-2
0.004,-0.007832295230772744,-0.4495815295574878,-0.8873282337270638,3,680,223,956,682,-2,-2
0.013,-0.030414860670504695,-0.19854642143197554,-0.9623465833830482,-18,926,298,101,144,-1,-3
0.006,0.022403636158471654,-0.32804671104872635,-0.9360908905044496,11,291,289,281,517,0,-3
0.012,0.036188625023056406,0.5715010614591639,0.8021252771182372,10,300,275,940,511,-2,-2
0.007,0.0131005161555731,0.31713505990362745,-0.9386344259532776,9,971,329,523,591,2,-1
0.014,-0.041891094002060376,0.3380388503277477,-0.9207939712598548,-16,457,191,173,672,1,-3
0.003,-0.0025097557482136445,-0.9419346621287611,-0.32309163108129485,-1,697,764,490,700,3,-3
0.01,0.0003027079062035995,-0.8540349178833189,0.4932394629053468,9,833,319,907,681,1,-2
0.002,-0.026039722882379157,0.6743363749687216,-0.7344990441294212,-18,500,700,584,515,-2,1
0.007,-0.0027527420703721346,-0.10720251416845697,0.9848731786999666,13,482,400,214,958,-2,-3
0.004,-0.008558660677863634,0.7869096110142546,-0.6089567869708612,-3,117,441,296,223,1,-2
0.006,-0.005000850585300163,0.42016377807612887,0.8993010693477482,-16,450,670,293,808,3,1
0.005,0.0011357113213685867,-0.23867284869676322,0.964097780593278,16,688,520,955,852,-1,2
0.01,0.024645376149284866,-0.9853135422701701,-0.0018260135104631384,16,357,114,174,392,-2,0
0.008,-0.003348808815872965,0.41233520986154165,0.9002260225706245,13,226,613,415,101,3,0
0.006,0.00048288122590939915,-0.17304552292455677,0.9767228930634595,-5,371,647,205,179,0,3
0.003,0.0016729366586633106,-0.9588114290933155,-0.26881666823026207,6,845,635,184,817,-3,-1
0.008,0.006624422475744951,-0.9890728292410906,0.002739029981021386,-3,862,513,786,480,3,-2
0.006,0.002257281577742098,0.3873059362370761,0.9139110782987219,-8,619,495,917,440,-2,1
0.001,-0.0022677887383333673,0.5574644989976275,0.8299744299889877,-6,225,367,398,654,3,0
0.003,-0.002164821990308065,-0.4663835601455143,-0.8801250825994165,3,435,775,132,800,-3,-3
0.015,-0.02413718545819593,-0.8622560958476616,0.46389128924026163,3,628,138,504,464,-2,-1
0.006,-0.020584193628318797,-0.3443623948124701,-0.9302519920735897,-13,923,707,880,196,-3,0
0.009,-0.0004233245450545394,-0.2310776695739069,0.9606356171839266,11,930,440,831,417,0,-1
0.009,0.006366165966647294,0.3402236326458525,0.9284504153237584,-13,569,168,654,528,-2,-1
0.006,-0.0036406794993150138,-0.7589361838334759,0.6376406696404849,-3,489,413,298,222,-3,2
0.015,-0.011623442595227275,-0.7384805569868969,-0.644712294197422,15,439,665,725,988,0,-3
0.004,-0.03676822599665781,0.8190365691359714,-0.5639934434834484,-12,254,290,715,325,3,3
0.005,0.001261899093739297,0.9351725926462556,-0.33594673949439513,5,733,907,932,537,3,-3
0.003,-0.014269134449878597,0.19774610089126654,-0.97612839915826,-6,837,144,956,571,-1,-1
0.004,-0.045468929077362163,0.9881442894947288,-0.1165990232299879,-18,191,232,979,666,-2,2
0.004,-0.033324305435958025,-0.7227095910730372,-0.682569969428701,-18,696,293,409,304,0,-2
0.003,0.022022824135079506,0.5788081301911967,-0.8103955453714708,10,714,127,184,904,1,1
0.015,0.007113258464794833,0.8921791258808843,0.4088070838282239,9,630,284,255,202,-2,2
0.004,-0.0022702579743678983,-0.4512977369932738,0.8860659926720709,-13,516,937,256,632,1,-2
0.009,0.029073965019592328,0.7293942966190496,-0.6663636588969521,15,100,855,203,202,-2,-1
0.01,0.005173540371637842,-0.3346926010109677,0.9280909175836629,-13,952,270,186,856,2,2
0.001,-0.012463522610886731,0.9681941804222446,-0.24557654998876594,-18,869,951,977,967,0,1
0.005,-0.0014919082779554032,0.2955691749820337,0.9487729891856971,12,524,793,683,317,3,-1
0.015,0.031866454000368465,-0.5256361705997591,-0.827027038374378,16,375,291,362,757,-2,0
0.003,-0.012591515342492513,-0.4452346678831889,-0.8909274874813712,-9,846,356,203,431,1,1
